"SNP_ID","ICV_all_pval","ICV_all_pval_sim","ICV_all_pval_sim_corr","BrainVol_all_pval","BrainVol_all_pval_sim","BrainVol_all_pval_sim_corr","CorticalThickness_all_pval","CorticalThickness_all_pval_sim","CorticalThickness_all_pval_sim_corr","CorticalArea_all_pval","CorticalArea_all_pval_sim","CorticalArea_all_pval_sim_corr","CerebellarVol_all_pval","CerebellarVol_all_pval_sim","CerebellarVol_all_pval_sim_corr","HippocampalVol_all_pval","HippocampalVol_all_pval_sim","HippocampalVol_all_pval_sim_corr","BasalGangliaVol_all_pval","BasalGangliaVol_all_pval_sim","BasalGangliaVol_all_pval_sim_corr","VentricularVol_all_pval","VentricularVol_all_pval_sim","VentricularVol_all_pval_sim_corr","FrontalCorticalThickness_all_pval","FrontalCorticalThickness_all_pval_sim","FrontalCorticalThickness_all_pval_sim_corr","TemporalCorticalThickness_all_pval","TemporalCorticalThickness_all_pval_sim","TemporalCorticalThickness_all_pval_sim_corr","ParietalCorticalThickness_all_pval","ParietalCorticalThickness_all_pval_sim","ParietalCorticalThickness_all_pval_sim_corr","OccipitalCorticalThickness_all_pval","OccipitalCorticalThickness_all_pval_sim","OccipitalCorticalThickness_all_pval_sim_corr","FrontalCorticalArea_all_pval","FrontalCorticalArea_all_pval_sim","FrontalCorticalArea_all_pval_sim_corr","TemporalCorticalArea_all_pval","TemporalCorticalArea_all_pval_sim","TemporalCorticalArea_all_pval_sim_corr","ParietalCorticalArea_all_pval","ParietalCorticalArea_all_pval_sim","ParietalCorticalArea_all_pval_sim_corr","OccipitalCorticalArea_all_pval","OccipitalCorticalArea_all_pval_sim","OccipitalCorticalArea_all_pval_sim_corr","ICV_males_pval","ICV_males_pval_sim","ICV_males_pval_sim_corr","BrainVol_males_pval","BrainVol_males_pval_sim","BrainVol_males_pval_sim_corr","CorticalThickness_males_pval","CorticalThickness_males_pval_sim","CorticalThickness_males_pval_sim_corr","CorticalArea_males_pval","CorticalArea_males_pval_sim","CorticalArea_males_pval_sim_corr","CerebellarVol_males_pval","CerebellarVol_males_pval_sim","CerebellarVol_males_pval_sim_corr","HippocampalVol_males_pval","HippocampalVol_males_pval_sim","HippocampalVol_males_pval_sim_corr","BasalGangliaVol_males_pval","BasalGangliaVol_males_pval_sim","BasalGangliaVol_males_pval_sim_corr","VentricularVol_males_pval","VentricularVol_males_pval_sim","VentricularVol_males_pval_sim_corr","FrontalCorticalThickness_males_pval","FrontalCorticalThickness_males_pval_sim","FrontalCorticalThickness_males_pval_sim_corr","TemporalCorticalThickness_males_pval","TemporalCorticalThickness_males_pval_sim","TemporalCorticalThickness_males_pval_sim_corr","ParietalCorticalThickness_males_pval","ParietalCorticalThickness_males_pval_sim","ParietalCorticalThickness_males_pval_sim_corr","OccipitalCorticalThickness_males_pval","OccipitalCorticalThickness_males_pval_sim","OccipitalCorticalThickness_males_pval_sim_corr","FrontalCorticalArea_males_pval","FrontalCorticalArea_males_pval_sim","FrontalCorticalArea_males_pval_sim_corr","TemporalCorticalArea_males_pval","TemporalCorticalArea_males_pval_sim","TemporalCorticalArea_males_pval_sim_corr","ParietalCorticalArea_males_pval","ParietalCorticalArea_males_pval_sim","ParietalCorticalArea_males_pval_sim_corr","OccipitalCorticalArea_males_pval","OccipitalCorticalArea_males_pval_sim","OccipitalCorticalArea_males_pval_sim_corr","ICV_females_pval","ICV_females_pval_sim","ICV_females_pval_sim_corr","BrainVol_females_pval","BrainVol_females_pval_sim","BrainVol_females_pval_sim_corr","CorticalThickness_females_pval","CorticalThickness_females_pval_sim","CorticalThickness_females_pval_sim_corr","CorticalArea_females_pval","CorticalArea_females_pval_sim","CorticalArea_females_pval_sim_corr","CerebellarVol_females_pval","CerebellarVol_females_pval_sim","CerebellarVol_females_pval_sim_corr","HippocampalVol_females_pval","HippocampalVol_females_pval_sim","HippocampalVol_females_pval_sim_corr","BasalGangliaVol_females_pval","BasalGangliaVol_females_pval_sim","BasalGangliaVol_females_pval_sim_corr","VentricularVol_females_pval","VentricularVol_females_pval_sim","VentricularVol_females_pval_sim_corr","FrontalCorticalThickness_females_pval","FrontalCorticalThickness_females_pval_sim","FrontalCorticalThickness_females_pval_sim_corr","TemporalCorticalThickness_females_pval","TemporalCorticalThickness_females_pval_sim","TemporalCorticalThickness_females_pval_sim_corr","ParietalCorticalThickness_females_pval","ParietalCorticalThickness_females_pval_sim","ParietalCorticalThickness_females_pval_sim_corr","OccipitalCorticalThickness_females_pval","OccipitalCorticalThickness_females_pval_sim","OccipitalCorticalThickness_females_pval_sim_corr","FrontalCorticalArea_females_pval","FrontalCorticalArea_females_pval_sim","FrontalCorticalArea_females_pval_sim_corr","TemporalCorticalArea_females_pval","TemporalCorticalArea_females_pval_sim","TemporalCorticalArea_females_pval_sim_corr","ParietalCorticalArea_females_pval","ParietalCorticalArea_females_pval_sim","ParietalCorticalArea_females_pval_sim_corr","OccipitalCorticalArea_females_pval","OccipitalCorticalArea_females_pval_sim","OccipitalCorticalArea_females_pval_sim_corr"
"rs12376337",0.784954,0.787099,1.000000,0.620937,0.616229,1.000000,0.534334,0.533285,1.000000,0.884089,0.885382,1.000000,0.622289,0.616981,1.000000,0.900608,0.901322,1.000000,0.469321,0.463886,1.000000,0.717344,0.724591,1.000000,0.561125,0.567987,1.000000,0.383139,0.377249,0.999600,0.659911,0.653406,1.000000,0.288339,0.280924,0.995600,0.980973,0.981318,1.000000,0.707350,0.705832,1.000000,0.522076,0.520849,1.000000,0.368098,0.373682,0.999300,0.789862,0.813429,1.000000,0.370040,0.406258,0.999900,0.796610,0.789511,1.000000,0.446269,0.496450,1.000000,0.476174,0.508178,1.000000,0.135979,0.178260,0.955796,0.672355,0.676244,1.000000,0.891636,0.882400,1.000000,0.982484,0.982554,1.000000,0.973503,0.972567,1.000000,0.875100,0.873489,1.000000,0.769360,0.761795,1.000000,0.392224,0.438721,0.999900,0.468709,0.512768,1.000000,0.152300,0.184773,0.964196,0.372489,0.419610,0.999700,0.482953,0.418805,1.000000,0.084707,0.055387,0.652365,0.225451,0.229330,0.987699,0.534095,0.454155,1.000000,0.128645,0.091377,0.817582,0.145066,0.106939,0.853885,0.537813,0.528844,1.000000,0.489364,0.542361,1.000000,0.398309,0.385064,0.999600,0.180374,0.191662,0.970497,0.406011,0.404990,1.000000,0.206087,0.219355,0.981398,0.327790,0.240037,0.992699,0.812210,0.777878,1.000000,0.533372,0.463737,0.999900,0.716498,0.656742,1.000000
"rs12379034",0.790539,0.789157,1.000000,0.791524,0.789315,1.000000,0.744877,0.743066,1.000000,0.826455,0.828012,1.000000,0.803960,0.801720,1.000000,0.757727,0.759148,1.000000,0.519517,0.516594,1.000000,0.832587,0.836976,1.000000,0.784292,0.786230,1.000000,0.461225,0.456430,1.000000,0.757541,0.752592,1.000000,0.461658,0.456810,0.999900,0.913753,0.914537,1.000000,0.664358,0.661315,1.000000,0.417621,0.413756,0.999900,0.360668,0.364339,0.999200,0.757383,0.783742,1.000000,0.314808,0.351200,0.999100,0.765821,0.757847,1.000000,0.419666,0.470495,1.000000,0.410210,0.443717,1.000000,0.086170,0.119073,0.870887,0.656330,0.661250,1.000000,0.837537,0.823399,1.000000,0.975202,0.975441,1.000000,0.969951,0.968578,1.000000,0.824874,0.820997,1.000000,0.830079,0.823122,1.000000,0.355499,0.402196,0.999800,0.467584,0.511875,1.000000,0.150873,0.180231,0.960196,0.456123,0.502584,1.000000,0.472473,0.410998,1.000000,0.145241,0.104040,0.854785,0.427013,0.429662,1.000000,0.590602,0.512953,1.000000,0.214947,0.165626,0.953895,0.168498,0.126152,0.897190,0.637289,0.629258,1.000000,0.597195,0.639959,1.000000,0.712448,0.703260,1.000000,0.262432,0.276667,0.994499,0.491188,0.487408,1.000000,0.394399,0.406140,0.999600,0.409238,0.317437,0.998700,0.890982,0.870493,1.000000,0.732153,0.682139,1.000000,0.583516,0.504508,1.000000
"rs10119527",0.548774,0.547396,1.000000,0.683459,0.678422,1.000000,0.704517,0.702123,1.000000,0.983058,0.983010,1.000000,0.678355,0.673182,1.000000,0.717961,0.720827,1.000000,0.587191,0.584191,1.000000,0.995452,0.995597,1.000000,0.738565,0.741989,1.000000,0.473700,0.465917,1.000000,0.727212,0.723706,1.000000,0.503822,0.498867,1.000000,0.863193,0.863210,1.000000,0.704890,0.701105,1.000000,0.517702,0.511939,1.000000,0.281851,0.286569,0.995800,0.954159,0.959370,1.000000,0.415032,0.448310,1.000000,0.992650,0.992347,1.000000,0.551993,0.592845,1.000000,0.546241,0.574612,1.000000,0.069682,0.099542,0.820782,0.638113,0.640573,1.000000,0.707747,0.687157,1.000000,0.911804,0.912530,1.000000,0.768135,0.758736,1.000000,0.885575,0.882805,1.000000,0.715889,0.705212,1.000000,0.538466,0.577636,1.000000,0.524517,0.563580,1.000000,0.175671,0.204248,0.974697,0.345287,0.392510,0.999600,0.409046,0.346263,0.999700,0.138511,0.098908,0.841184,0.567733,0.570085,1.000000,0.541425,0.460793,1.000000,0.206241,0.158714,0.947595,0.153677,0.113917,0.870987,0.767046,0.760640,1.000000,0.691906,0.727754,1.000000,0.707935,0.695562,1.000000,0.457640,0.467222,0.999900,0.717953,0.713140,1.000000,0.550437,0.559881,1.000000,0.358220,0.269252,0.996300,0.899403,0.880180,1.000000,0.612828,0.549840,1.000000,0.565054,0.483713,1.000000
"rs10984901",0.415488,0.444605,0.999800,0.445448,0.453094,1.000000,0.341790,0.340298,0.999000,0.402436,0.414054,1.000000,0.486878,0.493561,1.000000,0.475427,0.478960,1.000000,0.600622,0.600482,1.000000,0.203403,0.212556,0.977598,0.411199,0.403414,0.999700,0.340174,0.344088,0.998800,0.651951,0.642267,1.000000,0.203165,0.201442,0.974297,0.349463,0.350084,0.998900,0.487065,0.499080,1.000000,0.676285,0.682180,1.000000,0.174962,0.179089,0.963396,0.115884,0.150014,0.925193,0.269944,0.302146,0.996900,0.303061,0.284712,0.996600,0.059493,0.093505,0.810581,0.298745,0.328485,0.998600,0.624647,0.664014,1.000000,0.333654,0.348355,0.998700,0.470002,0.449494,1.000000,0.234453,0.232215,0.987699,0.503906,0.486531,1.000000,0.696140,0.685354,1.000000,0.346739,0.343620,0.999300,0.065681,0.097236,0.825783,0.146583,0.188722,0.965697,0.176499,0.220883,0.981098,0.004137,0.010528,0.200220,0.653809,0.649673,1.000000,0.968931,0.966207,1.000000,0.759981,0.765817,1.000000,0.460646,0.405852,1.000000,0.944026,0.939164,1.000000,0.602704,0.565917,1.000000,0.082423,0.077698,0.752075,0.279412,0.320795,0.996100,0.965780,0.964864,1.000000,0.495808,0.517186,1.000000,0.806038,0.805907,1.000000,0.390430,0.397569,0.999400,0.581334,0.517239,1.000000,0.620489,0.584614,1.000000,0.429961,0.385822,0.999800,0.310405,0.244535,0.994899
"rs7859743",0.022830,0.028600,0.428643,0.031093,0.032542,0.469447,0.331117,0.335211,0.998700,0.006703,0.006913,0.142114,0.043944,0.044972,0.574657,0.947266,0.948357,1.000000,0.018741,0.019498,0.320832,0.405358,0.417708,0.999800,0.334637,0.335718,0.999100,0.280139,0.285282,0.995100,0.488697,0.486257,1.000000,0.194440,0.200021,0.973597,0.004163,0.003765,0.082608,0.012833,0.013663,0.246125,0.010819,0.011093,0.208121,0.103389,0.101233,0.848685,0.023914,0.042281,0.543254,0.013191,0.019816,0.330233,0.442985,0.445143,1.000000,0.000478,0.001257,0.032003,0.025823,0.035705,0.492349,0.502133,0.553812,1.000000,0.003487,0.003952,0.083508,0.378546,0.345375,0.999400,0.161067,0.171884,0.960096,0.791081,0.791143,1.000000,0.493182,0.490699,1.000000,0.702982,0.701466,1.000000,0.000142,0.000441,0.011101,0.007067,0.011862,0.220622,0.001977,0.004152,0.094309,0.005491,0.010978,0.206521,0.342629,0.334696,0.999400,0.584608,0.557037,1.000000,0.544632,0.549801,1.000000,0.770875,0.736293,1.000000,0.547526,0.517063,1.000000,0.434724,0.382453,0.999700,0.713231,0.702610,1.000000,0.772289,0.793167,1.000000,0.956011,0.955628,1.000000,0.202808,0.220020,0.984598,0.772277,0.766661,1.000000,0.142683,0.150428,0.928793,0.851814,0.821107,1.000000,0.420966,0.374363,1.000000,0.635372,0.597490,1.000000,0.599588,0.534975,1.000000
"rs4836820",0.027754,0.034647,0.490549,0.009607,0.011213,0.210421,0.373866,0.376824,0.999700,0.000929,0.001032,0.025303,0.012483,0.014129,0.252225,0.642096,0.650966,1.000000,0.012594,0.013041,0.238924,0.565091,0.576204,1.000000,0.404958,0.410225,0.999700,0.403526,0.401977,0.999800,0.349503,0.344609,0.998500,0.609750,0.616291,1.000000,0.000600,0.000562,0.013701,0.001959,0.002130,0.050605,0.002354,0.002477,0.057406,0.028541,0.026409,0.405841,0.015290,0.029626,0.430443,0.001994,0.004066,0.088109,0.628463,0.626730,1.000000,0.000032,0.000151,0.003800,0.003338,0.006339,0.129413,0.270229,0.328407,0.998200,0.001533,0.001895,0.042504,0.345297,0.313818,0.999100,0.252549,0.269485,0.994399,0.883900,0.881503,1.000000,0.571262,0.566427,1.000000,0.963573,0.962765,1.000000,0.000013,0.000059,0.000800,0.000493,0.001317,0.031603,0.000254,0.000738,0.018302,0.000612,0.001838,0.043604,0.505282,0.484923,1.000000,0.592198,0.562020,1.000000,0.436613,0.438319,1.000000,0.645026,0.596433,1.000000,0.571061,0.540004,1.000000,0.641690,0.602784,1.000000,0.751481,0.739651,1.000000,0.885619,0.896945,1.000000,0.984527,0.984060,1.000000,0.178780,0.191133,0.970197,0.447259,0.435701,1.000000,0.436847,0.443139,0.999900,0.672562,0.612499,1.000000,0.388851,0.336233,0.999300,0.550174,0.504601,1.000000,0.690112,0.635576,1.000000
"rs4836819",0.014332,0.018220,0.308331,0.029849,0.030969,0.453945,0.174231,0.180181,0.961696,0.003819,0.003671,0.083008,0.040915,0.041018,0.546155,0.953186,0.953695,1.000000,0.029526,0.029743,0.437944,0.351147,0.365709,0.999300,0.220586,0.224352,0.983898,0.130405,0.135969,0.913391,0.285737,0.285027,0.994599,0.153815,0.157440,0.938994,0.002546,0.002219,0.052705,0.008159,0.008473,0.165717,0.006820,0.007034,0.144514,0.048390,0.045326,0.583658,0.020096,0.035569,0.485649,0.013399,0.019354,0.324332,0.400353,0.400330,1.000000,0.000358,0.000920,0.023902,0.025977,0.034470,0.481348,0.473969,0.528754,1.000000,0.003609,0.004300,0.090209,0.313827,0.281093,0.996300,0.144657,0.156567,0.945495,0.691123,0.689991,1.000000,0.487682,0.481132,1.000000,0.675924,0.673568,1.000000,0.000101,0.000305,0.007101,0.005714,0.009322,0.180818,0.001624,0.003155,0.072507,0.003765,0.007907,0.159116,0.253840,0.244324,0.993499,0.555923,0.524948,1.000000,0.277187,0.285567,0.996500,0.620372,0.569571,1.000000,0.510422,0.475885,1.000000,0.417879,0.366924,0.999700,0.886373,0.880821,1.000000,0.757842,0.778479,1.000000,0.789336,0.787902,1.000000,0.079391,0.089885,0.800180,0.412448,0.405510,1.000000,0.107301,0.113226,0.859986,0.732934,0.680460,1.000000,0.330272,0.284570,0.996600,0.510006,0.464742,0.999900,0.892222,0.870296,1.000000
"rs872423",0.726790,0.730292,1.000000,0.561552,0.554842,1.000000,0.501214,0.499849,1.000000,0.907307,0.907885,1.000000,0.564468,0.557606,1.000000,0.924837,0.925089,1.000000,0.523716,0.517832,1.000000,0.699294,0.705714,1.000000,0.554211,0.561435,1.000000,0.342439,0.337181,0.998700,0.604185,0.598468,1.000000,0.244260,0.236274,0.987199,0.972343,0.972746,1.000000,0.718009,0.715389,1.000000,0.508259,0.509231,1.000000,0.330467,0.333461,0.998600,0.792544,0.814663,1.000000,0.371783,0.404145,0.999900,0.790655,0.782072,1.000000,0.448102,0.495822,1.000000,0.477775,0.507532,1.000000,0.135462,0.177633,0.955196,0.664585,0.667021,1.000000,0.888264,0.878347,1.000000,0.980413,0.980476,1.000000,0.967770,0.966309,1.000000,0.860115,0.857363,1.000000,0.766690,0.759592,1.000000,0.394424,0.439805,0.999900,0.470690,0.512983,1.000000,0.153027,0.183362,0.962796,0.371214,0.417240,0.999700,0.418203,0.357024,0.999900,0.065453,0.041289,0.547655,0.195966,0.199704,0.975698,0.509486,0.428003,1.000000,0.101892,0.069717,0.734773,0.133835,0.095874,0.821682,0.634851,0.629398,1.000000,0.465317,0.517687,1.000000,0.392635,0.379227,0.999600,0.144671,0.154695,0.940094,0.334016,0.330311,0.998400,0.158458,0.169474,0.949595,0.323760,0.238253,0.992399,0.799528,0.763451,1.000000,0.558571,0.491951,1.000000,0.638553,0.565298,1.000000
"rs10818453",0.032304,0.039399,0.532753,0.059439,0.062344,0.681468,0.434960,0.439190,1.000000,0.013138,0.013407,0.243124,0.082441,0.084365,0.786979,0.745623,0.746712,1.000000,0.037746,0.038774,0.521352,0.253418,0.259450,0.990999,0.343009,0.351211,0.999400,0.307455,0.311857,0.997300,0.687190,0.684480,1.000000,0.327769,0.328347,0.998600,0.005718,0.005177,0.109011,0.022024,0.022590,0.362636,0.019860,0.020259,0.335434,0.155295,0.155702,0.943994,0.016929,0.030872,0.445245,0.014026,0.019749,0.329433,0.442969,0.434178,1.000000,0.000566,0.001361,0.033903,0.028394,0.036820,0.502450,0.575205,0.615472,1.000000,0.004197,0.004847,0.099310,0.229934,0.199038,0.975498,0.129075,0.137890,0.917292,0.635098,0.627974,1.000000,0.567393,0.563016,1.000000,0.806504,0.804722,1.000000,0.000104,0.000304,0.007101,0.006775,0.011436,0.214021,0.001976,0.003747,0.086709,0.008444,0.016055,0.278128,0.534545,0.519681,1.000000,0.855822,0.843231,1.000000,0.739482,0.745941,1.000000,0.993386,0.992222,1.000000,0.808750,0.791687,1.000000,0.301574,0.256335,0.993999,0.970011,0.967976,1.000000,0.684191,0.715274,1.000000,0.845066,0.843473,1.000000,0.330468,0.348002,0.998400,0.993468,0.993282,1.000000,0.251528,0.257846,0.992199,0.969964,0.962859,1.000000,0.612929,0.569384,1.000000,0.872852,0.856734,1.000000,0.503821,0.439582,1.000000
"rs4836817",0.030879,0.040104,0.539154,0.007920,0.009425,0.182118,0.202435,0.204684,0.975898,0.010640,0.013631,0.246225,0.009753,0.011384,0.211521,0.252290,0.262721,0.992999,0.137030,0.139108,0.917292,0.494772,0.497480,1.000000,0.218859,0.215607,0.981198,0.214443,0.222867,0.983698,0.163347,0.162026,0.943494,0.995164,0.995108,1.000000,0.003094,0.003184,0.070807,0.026295,0.031751,0.459046,0.019633,0.023316,0.371037,0.158768,0.171208,0.957496,0.006932,0.014072,0.248625,0.000753,0.001897,0.044504,0.819987,0.815770,1.000000,0.000334,0.001220,0.031303,0.001064,0.002481,0.057206,0.054771,0.083743,0.766977,0.015044,0.016475,0.283128,0.333419,0.288472,0.997100,0.831125,0.834453,1.000000,0.691381,0.681174,1.000000,0.889008,0.887140,1.000000,0.449177,0.441891,0.999800,0.000026,0.000121,0.002700,0.011123,0.021293,0.345635,0.001489,0.003459,0.080308,0.008728,0.018988,0.316032,0.856124,0.854341,1.000000,0.871253,0.857840,1.000000,0.094010,0.093256,0.811381,0.801200,0.765473,1.000000,0.867947,0.853723,1.000000,0.641831,0.600411,1.000000,0.592637,0.574222,1.000000,0.943567,0.949152,1.000000,0.104675,0.097185,0.821682,0.152296,0.166494,0.951195,0.050586,0.046329,0.568957,0.381221,0.387025,0.999400,0.716748,0.657729,1.000000,0.640849,0.599404,1.000000,0.913795,0.901583,1.000000,0.381032,0.316090,0.999400
"rs4837763",0.012251,0.014321,0.258726,0.077015,0.076515,0.753475,0.409937,0.402315,0.999800,0.062068,0.063676,0.682468,0.079003,0.078087,0.763076,0.913020,0.914399,1.000000,0.025132,0.024821,0.384638,0.041800,0.047396,0.558356,0.515927,0.506195,1.000000,0.271025,0.270689,0.993199,0.893816,0.892563,1.000000,0.159813,0.158765,0.940594,0.010884,0.010898,0.209621,0.158940,0.162279,0.945295,0.182096,0.182792,0.961896,0.234249,0.234585,0.987599,0.045048,0.068152,0.704670,0.296093,0.328917,0.998500,0.474395,0.459016,1.000000,0.304111,0.362727,0.999100,0.320579,0.350960,0.999300,0.731163,0.762270,1.000000,0.090768,0.094624,0.814181,0.251241,0.225345,0.986599,0.512927,0.514015,1.000000,0.331438,0.320482,0.998600,0.966312,0.965579,1.000000,0.253275,0.246046,0.990999,0.081519,0.117570,0.878588,0.492820,0.537229,1.000000,0.649363,0.685575,1.000000,0.945278,0.953652,1.000000,0.132468,0.100390,0.864486,0.133138,0.101520,0.847985,0.671124,0.674367,1.000000,0.094043,0.053208,0.637364,0.122318,0.092227,0.820882,0.560719,0.514732,1.000000,0.143218,0.130368,0.900890,0.072454,0.099197,0.787079,0.820984,0.815261,1.000000,0.583202,0.593776,1.000000,0.875223,0.875039,1.000000,0.412772,0.422799,0.999700,0.059460,0.028995,0.431643,0.170519,0.118532,0.891489,0.125809,0.083416,0.790179,0.053762,0.025511,0.397140
"rs10760095",0.852587,0.851722,1.000000,0.136598,0.121224,0.890189,0.316890,0.331063,0.998600,0.429168,0.418417,1.000000,0.129300,0.113888,0.876888,0.701949,0.699638,1.000000,0.261114,0.255167,0.991799,0.744584,0.755473,1.000000,0.603540,0.608536,1.000000,0.286612,0.292409,0.995900,0.232589,0.242047,0.987499,0.628737,0.634197,1.000000,0.534316,0.527650,1.000000,0.474089,0.462575,1.000000,0.361144,0.357235,0.999200,0.295710,0.289067,0.996100,0.217090,0.263139,0.990299,0.012900,0.019075,0.320632,0.892484,0.890226,1.000000,0.030106,0.047667,0.590159,0.011661,0.016814,0.292629,0.456679,0.502371,1.000000,0.057356,0.063178,0.682968,0.428353,0.403558,0.999900,0.778104,0.775369,1.000000,0.822832,0.819020,1.000000,0.809926,0.808872,1.000000,0.488287,0.483966,1.000000,0.030347,0.048873,0.595860,0.122226,0.157123,0.938594,0.025119,0.037618,0.512751,0.031607,0.048986,0.601260,0.293060,0.229142,0.992199,0.620052,0.566611,1.000000,0.186922,0.209691,0.981598,0.240250,0.157976,0.954295,0.621974,0.571186,1.000000,0.175058,0.128722,0.901490,0.691937,0.682737,1.000000,0.709777,0.743235,1.000000,0.288504,0.287503,0.997000,0.186951,0.211043,0.981798,0.136441,0.147755,0.929293,0.972107,0.973210,1.000000,0.156235,0.091628,0.821582,0.541155,0.468313,1.000000,0.283776,0.210550,0.983698,0.435319,0.333613,0.999700
